ticket_id,created_at,channel,product,region,customer_tier,issue_category,ticket_text,response_time_hours,num_previous_tickets,sentiment_score,contains_urgent_words,priority_label
TKT-01359,2024-11-28 17:00:00,chat,ProductB,West,Bronze,account,"I cannot log into my ProductB account, please help urgently.",5.98,7,0.226,1,Medium
TKT-01360,2024-09-26 21:00:00,web,ProductA,South,Silver,general,The ProductA dashboard is completely blank — outage?,0.1,2,0.64,1,Medium
TKT-01361,2024-07-02 23:00:00,call,ProductC,South,Gold,shipping,I have an emergency: ProductC integration is failure for all users.,4.31,2,0.064,1,High
TKT-01362,2024-08-29 11:00:00,call,ProductA,South,Platinum,general,There is a technical error when I try to use ProductA.,14.93,3,-0.118,1,High
TKT-01363,2024-07-13 11:00:00,chat,ProductD,North,Bronze,shipping,"Please escalate this asap, ProductD is down for our entire team.",0.12,1,-0.471,1,High
TKT-01364,2024-04-19 10:00:00,call,ProductA,East,Silver,returns,I have a billing issue with my recent ProductA order.,1.24,2,-0.436,0,Medium
TKT-01365,2024-11-29 20:00:00,web,ProductB,North,Platinum,general,I am getting an error code on ProductB — this is critical for my business.,0.66,4,0.072,1,High
TKT-01366,2024-03-30 17:00:00,call,ProductD,Central,Silver,shipping,My ProductD stopped working after the latest update.,10.24,2,-0.69,0,Medium
TKT-01367,2024-12-07 08:00:00,chat,ProductA,South,Bronze,billing,Need help setting up ProductA for the first time.,1.98,3,-0.54,0,Medium
TKT-01368,2024-01-06 11:00:00,web,ProductA,West,Silver,billing,I need to cancel my ProductA subscription and get a refund.,15.4,3,0.709,0,Medium
TKT-01369,2024-10-19 19:00:00,web,ProductD,West,Platinum,shipping,The shipment for my ProductD has not arrived yet.,31.42,6,-0.671,0,Critical
TKT-01370,2024-03-19 12:00:00,chat,ProductB,South,Silver,general,The ProductB application crashed and I lost all my data.,5.74,2,0.591,1,Medium
TKT-01371,2024-03-11 08:00:00,call,ProductC,South,Silver,general,The ProductC dashboard is completely blank — outage?,5.86,3,-0.424,1,High
TKT-01372,2024-03-31 07:00:00,chat,ProductB,South,Silver,account,"I cannot log into my ProductB account, please help urgently.",10.5,2,-0.516,1,High
TKT-01373,2024-01-13 01:00:00,chat,ProductD,South,Bronze,shipping,I am getting an error code on ProductD — this is critical for my business.,26.9,3,-0.035,1,High
TKT-01374,2024-07-28 04:00:00,call,ProductB,West,Bronze,billing,"Duplicate charge on my account for ProductB, please fix immediately.",2.63,2,-0.138,1,High
TKT-01375,2024-12-14 01:00:00,call,ProductB,West,Silver,shipping,I have a billing issue with my recent ProductB order.,2.06,4,0.222,0,Low
TKT-01376,2024-07-10 12:00:00,email,ProductD,East,Bronze,shipping,Need help setting up ProductD for the first time.,5.53,3,-0.123,0,Low
TKT-01377,2024-01-28 21:00:00,web,ProductC,North,Platinum,technical,I want to return my ProductC — it arrived broken.,3.4,4,0.249,1,Critical
TKT-01378,2024-11-18 06:00:00,web,ProductA,South,Bronze,general,I have been waiting for a refund on ProductA for over 3 weeks.,2.91,6,-0.019,0,Low
TKT-01379,2024-09-05 04:00:00,chat,ProductC,East,Bronze,returns,The ProductC dashboard is completely blank — outage?,0.23,5,0.447,1,Medium
TKT-01380,2024-03-29 22:00:00,email,ProductC,North,Gold,billing,I have an emergency: ProductC integration is failure for all users.,8.14,3,-1.0,1,Critical
TKT-01381,2024-09-10 16:00:00,web,ProductC,Central,Gold,general,"Duplicate charge on my account for ProductC, please fix immediately.",21.05,5,-0.134,1,High
TKT-01382,2024-03-30 01:00:00,call,ProductB,North,Gold,technical,"I cannot log into my ProductB account, please help urgently.",16.25,2,0.35,1,Critical
TKT-01383,2024-03-08 08:00:00,chat,ProductA,South,Bronze,account,"Please help me reset my password, I cannot access ProductA.",5.2,1,-0.57,1,High
TKT-01384,2024-04-14 21:00:00,call,ProductA,South,Gold,shipping,I have an emergency: ProductA integration is failure for all users.,9.01,6,0.703,1,High
TKT-01385,2024-08-25 02:00:00,call,ProductA,Central,Silver,technical,The ProductA application crashed and I lost all my data.,23.02,2,0.271,1,High
TKT-01386,2024-11-25 14:00:00,email,ProductC,West,Platinum,general,The shipment for my ProductC has not arrived yet.,4.91,3,-0.063,0,Medium
TKT-01387,2024-02-01 00:00:00,web,ProductD,South,Bronze,technical,I have been waiting for a refund on ProductD for over 3 weeks.,4.22,1,-0.53,0,Medium
TKT-01388,2024-12-16 12:00:00,call,ProductA,West,Silver,general,I have an emergency: ProductA integration is failure for all users.,14.63,3,0.133,1,Medium
TKT-01389,2024-09-30 15:00:00,call,ProductA,Central,Silver,returns,My ProductA stopped working after the latest update.,7.2,2,0.056,0,Low
TKT-01390,2024-05-28 16:00:00,email,ProductC,South,Silver,technical,Slow performance on ProductC — response time is unacceptable.,5.16,5,0.121,0,Medium
TKT-01391,2024-07-21 07:00:00,web,ProductA,East,Platinum,account,My subscription for ProductA is showing incorrect charges.,12.52,3,-0.528,0,High
TKT-01392,2024-06-11 14:00:00,chat,ProductC,North,Bronze,technical,I have an emergency: ProductC integration is failure for all users.,11.63,6,0.715,1,High
TKT-01393,2024-07-03 14:00:00,chat,ProductC,East,Bronze,general,There is a technical error when I try to use ProductC.,0.21,3,0.441,1,Medium
TKT-01394,2024-09-08 23:00:00,email,ProductA,North,Silver,technical,Need help setting up ProductA for the first time.,11.61,2,-0.096,0,Medium
TKT-01395,2024-07-20 07:00:00,web,ProductC,South,Bronze,general,I am getting an error code on ProductC — this is critical for my business.,16.55,5,-0.829,1,High
TKT-01396,2024-07-09 22:00:00,email,ProductC,East,Bronze,general,My subscription for ProductC is showing incorrect charges.,3.22,3,-0.414,0,Low
TKT-01397,2024-05-20 17:00:00,email,ProductB,West,Gold,billing,The ProductB application crashed and I lost all my data.,2.4,2,0.017,1,Critical
TKT-01398,2024-09-26 23:00:00,web,ProductD,South,Silver,shipping,Slow performance on ProductD — response time is unacceptable.,8.77,3,-0.318,0,Medium
TKT-01399,2024-11-23 00:00:00,call,ProductB,East,Platinum,technical,There is a technical error when I try to use ProductB.,0.36,4,-0.984,1,Critical
TKT-01400,2024-05-08 22:00:00,call,ProductA,South,Platinum,technical,I want to return my ProductA — it arrived broken.,2.91,4,-0.767,1,Critical
TKT-01401,2024-04-21 05:00:00,web,ProductD,North,Silver,general,I have been waiting for a refund on ProductD for over 3 weeks.,1.55,3,-0.178,0,Low
TKT-01402,2024-02-19 04:00:00,chat,ProductB,North,Platinum,general,There is a technical error when I try to use ProductB.,16.51,2,-0.296,1,High
TKT-01403,2024-04-03 17:00:00,call,ProductD,North,Silver,returns,"Duplicate charge on my account for ProductD, please fix immediately.",0.91,1,-0.875,1,Critical
TKT-01404,2024-01-10 06:00:00,call,ProductA,North,Bronze,returns,"I cannot log into my ProductA account, please help urgently.",5.59,2,0.259,1,Medium
TKT-01405,2024-01-10 05:00:00,email,ProductA,East,Silver,technical,There is a technical error when I try to use ProductA.,32.93,5,0.999,1,Critical
TKT-01406,2024-04-05 01:00:00,web,ProductA,North,Bronze,account,"Please escalate this asap, ProductA is down for our entire team.",2.71,3,0.097,1,Medium
TKT-01407,2024-04-15 11:00:00,web,ProductD,East,Platinum,technical,The ProductD dashboard is completely blank — outage?,16.4,5,-0.032,1,Critical
TKT-01408,2024-01-15 11:00:00,web,ProductB,Central,Bronze,account,"I cannot log into my ProductB account, please help urgently.",11.76,4,-0.232,1,Medium
TKT-01409,2024-10-10 12:00:00,web,ProductA,North,Bronze,account,"Duplicate charge on my account for ProductA, please fix immediately.",12.89,2,0.346,1,Medium
TKT-01410,2024-09-20 02:00:00,email,ProductB,South,Bronze,technical,I am getting an error code on ProductB — this is critical for my business.,3.34,2,-0.236,1,High
TKT-01411,2024-03-17 17:00:00,web,ProductB,South,Gold,general,My ProductB stopped working after the latest update.,40.22,1,-1.0,0,High
TKT-01412,2024-08-31 22:00:00,chat,ProductD,North,Silver,billing,I have been waiting for a refund on ProductD for over 3 weeks.,0.94,4,-0.497,0,High
TKT-01413,2024-04-13 03:00:00,web,ProductA,North,Gold,billing,I have a billing issue with my recent ProductA order.,1.62,1,0.355,0,Medium
TKT-01414,2024-10-17 07:00:00,web,ProductB,Central,Platinum,account,I want to return my ProductB — it arrived broken.,1.07,2,1.0,1,High
TKT-01415,2024-07-04 01:00:00,web,ProductB,East,Gold,account,"I cannot log into my ProductB account, please help urgently.",3.97,2,-0.285,1,High
TKT-01416,2024-04-10 01:00:00,email,ProductD,North,Gold,shipping,There is a technical error when I try to use ProductD.,11.13,4,0.144,1,High
TKT-01417,2024-03-18 06:00:00,call,ProductC,West,Silver,returns,The shipment for my ProductC has not arrived yet.,1.87,2,-0.22,0,Low
TKT-01418,2024-05-04 03:00:00,email,ProductD,East,Gold,technical,There is a technical error when I try to use ProductD.,5.3,3,-0.541,1,Critical
TKT-01419,2024-10-09 14:00:00,call,ProductD,West,Gold,shipping,The ProductD dashboard is completely blank — outage?,1.54,4,-0.409,1,Critical
TKT-01420,2024-12-05 08:00:00,chat,ProductC,West,Silver,general,I am getting an error code on ProductC — this is critical for my business.,6.85,2,0.424,1,Medium
TKT-01421,2024-12-25 17:00:00,email,ProductD,Central,Silver,returns,I am getting an error code on ProductD — this is critical for my business.,5.75,2,0.095,1,High
TKT-01422,2024-01-12 17:00:00,web,ProductB,North,Bronze,technical,"Please escalate this asap, ProductB is down for our entire team.",1.35,3,-0.423,1,Critical
TKT-01423,2024-09-03 08:00:00,email,ProductC,North,Platinum,technical,Need help setting up ProductC for the first time.,14.6,0,-0.229,0,High
TKT-01424,2024-06-14 13:00:00,chat,ProductB,Central,Gold,returns,I am getting an error code on ProductB — this is critical for my business.,1.31,3,0.418,1,High
TKT-01425,2024-09-14 16:00:00,chat,ProductB,North,Silver,billing,There is a technical error when I try to use ProductB.,8.82,3,0.485,1,High
TKT-01426,2024-02-20 08:00:00,email,ProductA,North,Platinum,shipping,Slow performance on ProductA — response time is unacceptable.,49.34,1,0.332,0,High
TKT-01427,2024-02-23 22:00:00,chat,ProductD,East,Silver,billing,There is a technical error when I try to use ProductD.,10.51,2,-0.266,1,High
TKT-01428,2024-11-16 16:00:00,call,ProductB,South,Bronze,billing,I want to return my ProductB — it arrived broken.,4.2,4,0.216,1,High
TKT-01429,2024-01-10 00:00:00,call,ProductB,East,Gold,returns,"Please help me reset my password, I cannot access ProductB.",25.28,0,1.0,1,Critical
TKT-01430,2024-04-28 11:00:00,email,ProductC,North,Bronze,technical,I need to cancel my ProductC subscription and get a refund.,8.52,3,-0.056,0,Low
TKT-01431,2024-06-25 03:00:00,call,ProductB,West,Bronze,returns,I have an emergency: ProductB integration is failure for all users.,10.71,1,0.004,1,Medium
TKT-01432,2024-12-22 00:00:00,chat,ProductC,East,Silver,returns,The shipment for my ProductC has not arrived yet.,25.27,1,-0.044,0,Medium
TKT-01433,2024-02-08 05:00:00,chat,ProductD,West,Silver,general,I need to cancel my ProductD subscription and get a refund.,1.33,1,-0.184,0,Low
TKT-01434,2024-08-01 19:00:00,email,ProductB,West,Platinum,technical,The ProductB dashboard is completely blank — outage?,8.54,5,0.78,1,Critical
TKT-01435,2024-05-12 22:00:00,email,ProductD,East,Platinum,technical,I am getting an error code on ProductD — this is critical for my business.,8.34,3,-0.423,1,Critical
TKT-01436,2024-08-17 00:00:00,email,ProductC,East,Bronze,billing,I need to cancel my ProductC subscription and get a refund.,11.13,0,0.669,0,Low
TKT-01437,2024-02-14 14:00:00,chat,ProductA,Central,Silver,shipping,"I cannot log into my ProductA account, please help urgently.",4.68,3,-0.225,1,High
TKT-01438,2024-01-23 02:00:00,chat,ProductB,Central,Bronze,shipping,"Please escalate this asap, ProductB is down for our entire team.",3.85,5,-0.402,1,High
TKT-01439,2024-02-01 04:00:00,email,ProductB,Central,Gold,billing,The ProductB dashboard is completely blank — outage?,39.36,1,0.246,1,Critical
TKT-01440,2024-07-11 18:00:00,web,ProductA,North,Gold,billing,Need help setting up ProductA for the first time.,1.51,2,-0.337,0,High
TKT-01441,2024-03-07 11:00:00,call,ProductD,East,Silver,shipping,There is a technical error when I try to use ProductD.,24.37,7,-0.172,1,High
TKT-01442,2024-01-17 04:00:00,email,ProductC,Central,Platinum,general,There is a technical error when I try to use ProductC.,13.18,3,0.137,1,High
TKT-01443,2024-04-13 10:00:00,email,ProductD,East,Platinum,account,I want to return my ProductD — it arrived broken.,17.67,3,0.91,1,High
TKT-01444,2024-04-06 03:00:00,email,ProductD,South,Bronze,general,"Please escalate this asap, ProductD is down for our entire team.",9.55,3,-1.0,1,High
TKT-01445,2024-09-02 23:00:00,chat,ProductB,East,Gold,returns,I have been waiting for a refund on ProductB for over 3 weeks.,2.58,3,-0.125,0,Medium
TKT-01446,2024-02-21 04:00:00,call,ProductD,South,Bronze,general,"Please escalate this asap, ProductD is down for our entire team.",0.92,4,0.014,1,Medium
TKT-01447,2024-02-29 12:00:00,email,ProductB,South,Platinum,billing,I have been waiting for a refund on ProductB for over 3 weeks.,15.21,3,0.245,0,High
TKT-01448,2024-04-20 05:00:00,web,ProductD,South,Bronze,returns,I have been waiting for a refund on ProductD for over 3 weeks.,17.38,0,-0.286,0,Low
TKT-01449,2024-02-18 13:00:00,web,ProductA,East,Gold,account,The shipment for my ProductA has not arrived yet.,3.9,5,-0.959,0,Medium
TKT-01450,2024-04-05 21:00:00,call,ProductB,East,Platinum,shipping,"Please help me reset my password, I cannot access ProductB.",5.99,0,0.246,1,Critical
TKT-01451,2024-10-06 05:00:00,web,ProductA,East,Platinum,billing,My ProductA stopped working after the latest update.,8.96,2,0.779,0,High
TKT-01452,2024-10-09 01:00:00,web,ProductB,East,Platinum,shipping,The shipment for my ProductB has not arrived yet.,1.24,2,0.209,0,Medium
TKT-01453,2024-06-16 03:00:00,email,ProductD,Central,Gold,general,I have a billing issue with my recent ProductD order.,3.99,5,0.623,0,Low
TKT-01454,2024-09-29 13:00:00,web,ProductA,West,Silver,billing,I want to return my ProductA — it arrived broken.,8.06,0,-1.0,1,Critical
TKT-01455,2024-11-14 00:00:00,call,ProductA,North,Silver,returns,Need help setting up ProductA for the first time.,28.58,3,-0.52,0,High
TKT-01456,2024-09-27 23:00:00,email,ProductD,South,Platinum,billing,"I cannot log into my ProductD account, please help urgently.",4.16,3,0.566,1,Critical
TKT-01457,2024-08-21 18:00:00,web,ProductD,North,Silver,returns,General inquiry about ProductD pricing and features.,5.73,3,0.696,0,Low
TKT-01458,2024-11-06 07:00:00,call,ProductD,North,Silver,general,The ProductD application crashed and I lost all my data.,6.89,3,-0.01,1,Medium
TKT-01459,2024-01-22 09:00:00,chat,ProductA,South,Silver,returns,General inquiry about ProductA pricing and features.,20.52,3,-0.666,0,Medium
TKT-01460,2024-02-06 22:00:00,call,ProductD,West,Bronze,shipping,"Please escalate this asap, ProductD is down for our entire team.",8.31,2,0.296,1,Medium
TKT-01461,2024-04-30 05:00:00,call,ProductB,East,Bronze,general,The ProductB application crashed and I lost all my data.,4.52,3,0.491,1,Medium
TKT-01462,2024-07-22 15:00:00,web,ProductA,West,Silver,billing,The shipment for my ProductA has not arrived yet.,18.72,2,-0.527,0,High
TKT-01463,2024-02-06 16:00:00,chat,ProductD,East,Platinum,account,I want to return my ProductD — it arrived broken.,0.3,6,-0.234,1,High
TKT-01464,2024-08-26 10:00:00,web,ProductA,South,Platinum,shipping,"Please escalate this asap, ProductA is down for our entire team.",3.78,4,-0.844,1,Critical
TKT-01465,2024-09-22 15:00:00,chat,ProductD,West,Platinum,returns,Need help setting up ProductD for the first time.,4.99,3,0.085,0,Medium
TKT-01466,2024-01-10 16:00:00,chat,ProductA,East,Silver,billing,General inquiry about ProductA pricing and features.,0.31,3,0.137,0,Medium
TKT-01467,2024-10-04 10:00:00,call,ProductB,East,Platinum,technical,"I cannot log into my ProductB account, please help urgently.",13.5,4,-1.0,1,Critical
TKT-01468,2024-03-07 12:00:00,chat,ProductC,West,Bronze,returns,Slow performance on ProductC — response time is unacceptable.,6.35,3,0.036,0,Low
TKT-01469,2024-04-23 09:00:00,chat,ProductA,West,Silver,general,I have an emergency: ProductA integration is failure for all users.,2.56,2,0.023,1,Medium
TKT-01470,2024-01-10 19:00:00,chat,ProductD,South,Silver,shipping,Slow performance on ProductD — response time is unacceptable.,6.69,4,-0.126,0,Low
TKT-01471,2024-03-26 03:00:00,web,ProductC,East,Gold,billing,"Duplicate charge on my account for ProductC, please fix immediately.",8.59,3,-0.176,1,Critical
TKT-01472,2024-10-17 17:00:00,call,ProductD,East,Platinum,returns,Need help setting up ProductD for the first time.,3.44,2,0.172,0,Medium
TKT-01473,2024-04-30 18:00:00,call,ProductC,West,Bronze,technical,Need help setting up ProductC for the first time.,7.5,3,-0.009,0,Low
TKT-01474,2024-03-08 17:00:00,web,ProductB,West,Platinum,returns,I have been waiting for a refund on ProductB for over 3 weeks.,9.23,9,-0.056,0,Medium
TKT-01475,2024-03-11 18:00:00,email,ProductA,Central,Bronze,billing,I am getting an error code on ProductA — this is critical for my business.,30.08,3,0.609,1,High
TKT-01476,2024-01-23 06:00:00,call,ProductD,Central,Bronze,general,Slow performance on ProductD — response time is unacceptable.,14.99,4,0.241,0,Low
TKT-01477,2024-09-17 03:00:00,chat,ProductC,West,Platinum,technical,I have an emergency: ProductC integration is failure for all users.,32.61,4,-0.681,1,Critical
TKT-01478,2024-10-08 21:00:00,email,ProductA,East,Silver,returns,"Please help me reset my password, I cannot access ProductA.",5.26,3,-0.283,1,High
TKT-01479,2024-07-01 16:00:00,chat,ProductD,Central,Bronze,shipping,I have been waiting for a refund on ProductD for over 3 weeks.,1.35,7,-0.678,0,Medium
TKT-01480,2024-01-23 07:00:00,chat,ProductC,North,Gold,returns,I am getting an error code on ProductC — this is critical for my business.,32.19,3,-0.107,1,Critical
TKT-01481,2024-08-04 17:00:00,web,ProductA,Central,Bronze,technical,I need to cancel my ProductA subscription and get a refund.,19.34,0,-0.549,0,Medium
TKT-01482,2024-09-24 04:00:00,call,ProductC,South,Silver,account,I have an emergency: ProductC integration is failure for all users.,0.79,2,-0.52,1,High
TKT-01483,2024-04-28 14:00:00,call,ProductB,South,Platinum,billing,My ProductB stopped working after the latest update.,0.1,2,0.031,0,High
TKT-01484,2024-03-08 23:00:00,chat,ProductD,West,Gold,account,My subscription for ProductD is showing incorrect charges.,11.27,3,0.52,0,Low
TKT-01485,2024-04-18 13:00:00,call,ProductB,East,Bronze,general,I have an emergency: ProductB integration is failure for all users.,29.12,4,0.224,1,Medium
TKT-01486,2024-01-08 21:00:00,email,ProductC,North,Silver,billing,I am getting an error code on ProductC — this is critical for my business.,6.95,5,0.719,1,High
TKT-01487,2024-01-18 06:00:00,email,ProductB,Central,Bronze,account,My ProductB stopped working after the latest update.,4.0,4,-0.246,0,Low
TKT-01488,2024-05-31 09:00:00,web,ProductB,South,Platinum,general,My subscription for ProductB is showing incorrect charges.,8.9,4,-0.13,0,Medium
TKT-01489,2024-02-05 07:00:00,chat,ProductC,West,Silver,account,The ProductC application crashed and I lost all my data.,13.35,3,-0.216,1,Medium
TKT-01490,2024-03-16 17:00:00,email,ProductC,Central,Bronze,technical,"I cannot log into my ProductC account, please help urgently.",13.26,1,0.291,1,High
TKT-01491,2024-05-03 07:00:00,chat,ProductD,East,Bronze,billing,The ProductD application crashed and I lost all my data.,11.71,6,-0.104,1,High
TKT-01492,2024-03-09 17:00:00,web,ProductA,South,Bronze,returns,My ProductA stopped working after the latest update.,5.98,2,-0.526,0,Medium
TKT-01493,2024-05-23 13:00:00,email,ProductD,West,Bronze,returns,The shipment for my ProductD has not arrived yet.,3.63,3,-0.696,0,Medium
TKT-01494,2024-07-22 22:00:00,call,ProductD,South,Platinum,shipping,I want to return my ProductD — it arrived broken.,14.91,2,0.217,1,Critical
TKT-01495,2024-08-24 17:00:00,email,ProductA,North,Silver,general,General inquiry about ProductA pricing and features.,16.65,0,0.36,0,Low
TKT-01496,2024-01-21 04:00:00,web,ProductD,North,Bronze,technical,"Please escalate this asap, ProductD is down for our entire team.",3.52,1,0.546,1,High
TKT-01497,2024-01-21 03:00:00,web,ProductA,North,Silver,technical,"Please escalate this asap, ProductA is down for our entire team.",7.38,4,-0.554,1,Critical
TKT-01498,2024-07-05 19:00:00,email,ProductC,South,Silver,technical,The ProductC application crashed and I lost all my data.,7.79,0,-0.603,1,Critical
TKT-01499,2024-11-14 20:00:00,web,ProductD,Central,Silver,billing,I have been waiting for a refund on ProductD for over 3 weeks.,28.63,3,-0.168,0,Medium
TKT-01500,2024-04-28 01:00:00,call,ProductD,South,Platinum,account,The ProductD application crashed and I lost all my data.,9.44,3,-0.448,1,Critical
TKT-01501,2024-07-31 17:00:00,email,ProductB,Central,Gold,returns,Slow performance on ProductB — response time is unacceptable.,8.33,6,0.702,0,Medium
TKT-01502,2024-10-16 06:00:00,call,ProductB,West,Silver,general,"Please help me reset my password, I cannot access ProductB.",6.83,3,0.923,1,Medium
TKT-01503,2024-10-20 01:00:00,email,ProductC,Central,Gold,account,My ProductC stopped working after the latest update.,1.8,2,0.283,0,Low
TKT-01504,2024-01-24 01:00:00,email,ProductB,West,Gold,shipping,I want to return my ProductB — it arrived broken.,12.32,2,-0.509,1,Critical
TKT-01505,2024-03-19 06:00:00,web,ProductC,West,Platinum,shipping,My ProductC is not working and I need help immediately.,10.46,4,-0.326,1,Critical
TKT-01506,2024-02-19 14:00:00,chat,ProductB,East,Gold,returns,My subscription for ProductB is showing incorrect charges.,2.01,4,0.43,0,Medium
TKT-01507,2024-01-07 13:00:00,chat,ProductB,East,Gold,shipping,"I cannot log into my ProductB account, please help urgently.",5.82,3,0.367,1,High
TKT-01508,2024-08-07 12:00:00,web,ProductC,South,Bronze,general,"Please help me reset my password, I cannot access ProductC.",37.3,4,0.244,1,Medium
TKT-01509,2024-12-25 22:00:00,web,ProductB,Central,Bronze,returns,"Please escalate this asap, ProductB is down for our entire team.",19.4,1,0.068,1,Medium
TKT-01510,2024-10-14 21:00:00,web,ProductB,Central,Bronze,account,The shipment for my ProductB has not arrived yet.,20.91,1,0.306,0,Low
TKT-01511,2024-12-03 04:00:00,chat,ProductD,South,Gold,shipping,I have a billing issue with my recent ProductD order.,1.78,5,0.139,0,Medium
TKT-01512,2024-11-05 02:00:00,call,ProductD,North,Bronze,shipping,"I cannot log into my ProductD account, please help urgently.",3.35,6,0.105,1,Medium
TKT-01513,2024-01-15 12:00:00,call,ProductB,South,Gold,account,Slow performance on ProductB — response time is unacceptable.,11.88,3,-0.149,0,Low
TKT-01514,2024-03-30 11:00:00,email,ProductC,West,Bronze,general,I have been waiting for a refund on ProductC for over 3 weeks.,3.58,5,-0.183,0,Low
TKT-01515,2024-02-17 09:00:00,email,ProductD,East,Bronze,account,My ProductD is not working and I need help immediately.,29.78,4,0.93,1,Medium
TKT-01516,2024-08-24 01:00:00,web,ProductD,East,Bronze,returns,General inquiry about ProductD pricing and features.,0.1,2,-0.893,0,Medium
TKT-01517,2024-02-02 03:00:00,web,ProductD,West,Bronze,account,I need to cancel my ProductD subscription and get a refund.,8.21,2,-0.61,0,Low
TKT-01518,2024-09-12 06:00:00,call,ProductD,West,Gold,general,"I cannot log into my ProductD account, please help urgently.",2.64,3,0.363,1,High
TKT-01519,2024-03-12 18:00:00,email,ProductA,North,Bronze,technical,There is a technical error when I try to use ProductA.,1.17,1,0.423,1,High
TKT-01520,2024-09-08 19:00:00,chat,ProductC,North,Platinum,technical,"Please escalate this asap, ProductC is down for our entire team.",9.12,4,0.252,1,Critical
TKT-01521,2024-07-26 17:00:00,email,ProductA,North,Bronze,shipping,I have a billing issue with my recent ProductA order.,29.77,6,-0.901,0,Medium
TKT-01522,2024-04-04 01:00:00,call,ProductA,East,Gold,shipping,I want to return my ProductA — it arrived broken.,12.08,2,0.576,1,High
TKT-01523,2024-10-09 03:00:00,web,ProductD,South,Bronze,technical,Slow performance on ProductD — response time is unacceptable.,0.1,2,-0.509,0,Medium
TKT-01524,2024-11-30 13:00:00,chat,ProductD,Central,Bronze,account,The ProductD dashboard is completely blank — outage?,2.71,2,0.242,1,Medium
TKT-01525,2024-06-29 02:00:00,call,ProductC,South,Gold,general,The shipment for my ProductC has not arrived yet.,5.95,2,-0.631,0,Medium
TKT-01526,2024-02-21 07:00:00,chat,ProductC,South,Bronze,shipping,The shipment for my ProductC has not arrived yet.,19.62,4,-0.618,0,Medium
TKT-01527,2024-09-19 20:00:00,email,ProductD,South,Bronze,technical,"Please help me reset my password, I cannot access ProductD.",16.78,6,-0.143,1,High
TKT-01528,2024-12-26 04:00:00,web,ProductB,South,Platinum,billing,Slow performance on ProductB — response time is unacceptable.,21.54,5,0.679,0,High
TKT-01529,2024-03-13 03:00:00,call,ProductC,South,Gold,general,"Duplicate charge on my account for ProductC, please fix immediately.",16.31,2,0.272,1,High
TKT-01530,2024-12-16 12:00:00,call,ProductB,West,Silver,shipping,I need to cancel my ProductB subscription and get a refund.,2.06,1,-0.78,0,Medium
TKT-01531,2024-04-22 02:00:00,email,ProductB,East,Platinum,technical,I am getting an error code on ProductB — this is critical for my business.,4.28,3,-0.371,1,Critical
TKT-01532,2024-06-13 05:00:00,call,ProductC,North,Bronze,technical,"I cannot log into my ProductC account, please help urgently.",5.58,4,-0.099,1,High
TKT-01533,2024-12-28 10:00:00,web,ProductA,North,Platinum,technical,The ProductA dashboard is completely blank — outage?,6.23,2,-0.183,1,Critical
TKT-01534,2024-08-29 22:00:00,email,ProductD,Central,Gold,shipping,The shipment for my ProductD has not arrived yet.,1.75,2,0.193,0,Medium
TKT-01535,2024-12-12 17:00:00,call,ProductD,Central,Silver,technical,I am getting an error code on ProductD — this is critical for my business.,2.1,4,0.316,1,High
TKT-01536,2024-02-03 13:00:00,web,ProductC,East,Bronze,returns,"I cannot log into my ProductC account, please help urgently.",9.43,2,0.566,1,Medium
TKT-01537,2024-04-30 14:00:00,web,ProductD,South,Platinum,technical,My ProductD stopped working after the latest update.,0.99,4,0.34,0,High
TKT-01538,2024-06-18 22:00:00,call,ProductC,North,Platinum,account,I have a billing issue with my recent ProductC order.,18.62,4,-0.144,0,Medium
TKT-01539,2024-06-30 17:00:00,email,ProductA,North,Silver,billing,Slow performance on ProductA — response time is unacceptable.,4.25,3,-0.663,0,High
TKT-01540,2024-10-03 04:00:00,email,ProductB,East,Bronze,account,My subscription for ProductB is showing incorrect charges.,1.57,0,0.067,0,Low
TKT-01541,2024-05-20 10:00:00,chat,ProductD,East,Platinum,billing,The ProductD dashboard is completely blank — outage?,1.23,5,0.174,1,Critical
TKT-01542,2024-01-03 02:00:00,web,ProductB,Central,Silver,shipping,I have been waiting for a refund on ProductB for over 3 weeks.,7.03,3,-0.118,0,Low
TKT-01543,2024-04-26 05:00:00,call,ProductA,East,Silver,account,My subscription for ProductA is showing incorrect charges.,4.77,5,0.054,0,Low
TKT-01544,2024-04-06 19:00:00,chat,ProductC,East,Bronze,technical,"Please help me reset my password, I cannot access ProductC.",1.08,1,0.763,1,High
TKT-01545,2024-06-29 02:00:00,web,ProductA,North,Platinum,returns,I want to return my ProductA — it arrived broken.,12.66,1,-0.79,1,Critical
TKT-01546,2024-11-19 11:00:00,email,ProductA,Central,Silver,general,Need help setting up ProductA for the first time.,2.5,2,-0.608,0,Medium
TKT-01547,2024-01-12 20:00:00,call,ProductA,North,Platinum,technical,I have a billing issue with my recent ProductA order.,5.22,3,-0.331,0,Critical
TKT-01548,2024-03-09 06:00:00,chat,ProductC,South,Silver,account,"I cannot log into my ProductC account, please help urgently.",13.43,2,0.12,1,Medium
TKT-01549,2024-06-24 16:00:00,call,ProductC,East,Gold,returns,I have an emergency: ProductC integration is failure for all users.,2.77,1,-1.0,1,Critical
TKT-01550,2024-07-24 13:00:00,call,ProductD,North,Gold,shipping,Need help setting up ProductD for the first time.,14.81,1,-0.114,0,Medium
